2026-05-18 10:03:24.916 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=FAILURE | DURATION=174ms | DESC=Access token refresh | ERROR=Refresh token not found
2026-05-18 10:05:32.140 [AUDIT] ACTION=LOGIN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=FAILURE | DURATION=196ms | DESC=User login attempt | ERROR=Invalid email or password. Please try again.
2026-05-18 10:05:33.537 [AUDIT] ACTION=LOGIN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=FAILURE | DURATION=82ms | DESC=User login attempt | ERROR=Invalid email or password. Please try again.
2026-05-18 10:05:41.203 [AUDIT] ACTION=LOGIN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=665ms | DESC=User login attempt | ERROR=-
2026-05-18 10:27:18.554 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=501ms | DESC=Access token refresh | ERROR=-
2026-05-18 10:27:31.920 [AUDIT] ACTION=UPDATE_BRANCH | RESOURCE=Branch | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=34ms | DESC=Update branch details | ERROR=-
2026-05-18 10:28:36.086 [AUDIT] ACTION=UPDATE_BRANCH | RESOURCE=Branch | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=16ms | DESC=Update branch details | ERROR=-
2026-05-18 10:35:47.605 [AUDIT] ACTION=CREATE_BRANCH | RESOURCE=Branch | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=44ms | DESC=Create new branch | ERROR=-
2026-05-18 10:35:57.285 [AUDIT] ACTION=DELETE_BRANCH | RESOURCE=Branch | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=31ms | DESC=Deactivate branch | ERROR=-
2026-05-18 10:38:58.950 [AUDIT] ACTION=LOGIN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=445ms | DESC=User login attempt | ERROR=-
2026-05-18 11:49:38.320 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=160ms | DESC=Access token refresh | ERROR=-
2026-05-18 11:58:16.955 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=55ms | DESC=Access token refresh | ERROR=-
2026-05-18 12:13:36.369 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=328ms | DESC=Access token refresh | ERROR=-
2026-05-18 12:24:12.451 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=117ms | DESC=Access token refresh | ERROR=-
2026-05-18 12:39:31.538 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=352ms | DESC=Access token refresh | ERROR=-
2026-05-18 12:39:37.399 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=48ms | DESC=Access token refresh | ERROR=-
2026-05-18 12:52:25.733 [AUDIT] ACTION=UPDATE_BREAK_POLICY | RESOURCE=BreakPolicy | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=33ms | DESC=Update break policy | ERROR=-
2026-05-18 12:53:24.350 [AUDIT] ACTION=UPDATE_BREAK_POLICY | RESOURCE=BreakPolicy | USER=raksha.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=17ms | DESC=Update break policy | ERROR=-
2026-05-18 12:54:09.400 [AUDIT] ACTION=CREATE_BREAK_POLICY | RESOURCE=BreakPolicy | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=0ms | DESC=Create break policy | ERROR=-
2026-05-18 12:56:03.124 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=196ms | DESC=Access token refresh | ERROR=-
2026-05-18 12:56:03.167 [AUDIT] ACTION=UPDATE_BREAK_POLICY | RESOURCE=BreakPolicy | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=0ms | DESC=Update break policy | ERROR=-
2026-05-18 12:56:11.300 [AUDIT] ACTION=DELETE_BREAK_POLICY | RESOURCE=BreakPolicy | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=11ms | DESC=Deactivate break policy | ERROR=-
2026-05-18 13:13:34.151 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=92ms | DESC=Access token refresh | ERROR=-
2026-05-18 14:11:33.232 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=94ms | DESC=Access token refresh | ERROR=-
2026-05-18 14:11:34.195 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=95ms | DESC=Access token refresh | ERROR=-
2026-05-18 14:42:17.880 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=57ms | DESC=Access token refresh | ERROR=-
2026-05-18 14:42:17.952 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=105ms | DESC=Access token refresh | ERROR=-
